GISJOIN,total,link_title,link,link_des,smart,manual_check,notes
G17014000,47,"['Smart Grid for a Smart Chicago - City of Chicago', 'Ride Smart Chicago - Passenger Information - City of Chicago', 'RIDE SMART CHICAGO', 'Community Roundtables', 'Chicago: Ride Smart! - City of Chicago', 'Untitled', 'CHICABS - City of Chicago', 'City of Chicago Wins Award for Tech Innovation - City of Chicago', 'Municipal Marketing - City of Chicago', 'Questions and Answers to RFAI issued 5/31/18 1. Will a smart city ...', 'Retrofit Chicago Residential Partnership FAQs - City of Chicago', 'Roadmap for the Future of Transportation and Mobility in Chicago', 'Note Your Cab #: Affiliation:', 'City of Chicago Municipal Marketing Program Request for ...', 'Mayor Lightfoot Announces New and Improved ... - City of Chicago', 'RFI for Municipal Marketing and Smart City Innovations', 'Retrofit Chicago Residential Partnership - City of Chicago', 'Supporting Info Rollup - City of Chicago', '1 Clarifying Questions from Pre-Submittal Conference for Municipal ...', 'Mayor Emanuel Announces Chicago Riverwalk ... - City of Chicago', 'Supporting Info - City of Chicago', 'Mayor Emanuel Announces City to Make 18000 ... - City of Chicago', 'Mayor Emanuel Joins HERE Technologies to ... - City of Chicago', 'City of Chicago Coordinated Street Furniture Program Request for ...', 'Code for America Innovation Team Arrives in ... - City of Chicago', 'request for proposal (“rfp”) for crm modernization software and ...', 'OEMC Reminds Fans and Residents of Traffic ... - City of Chicago', 'CHICAGO RECOVERY PARTNERSHIP', 'Mayor Emanuel, Blackstone Charitable ... - City of Chicago', 'WNV 2018 data brief FINAL 01102019.pub', 'DEI Publications & Reports - City of Chicago', 'CHICAGO RECOVERY PARTNERSHIP', ""CHICAGO'S GUIDE TO LICENSING PUBLIC PASSENGER VEHICLES"", '2015 August.pub', 'Healthy Chicago Data Brief HPV Updates', 'Health Data and Reports - City of Chicago', '2022 Budget Community Engagement Report | City of Chicago', 'Commissioner Brian Bannon, Chicago Public Library 2014 Budget ...', 'Commissioner Brian Bannon, Chicago Public Library 2016 Budget ...', '2013 AnnuAl RepoRt | City of Chicago', 'Central Purpose Key Facts 100', 'Healthy Chicago 2.0 Action Teams Chicago Department of Public ...', 'CHICAGO 2011 Transition Plan', 'program schedule', 'Epidemiology report: Increase in overdose deaths involving opioids ...', 'HEALTHY CHICAGO', 'SUSTAINABLE CHICAGO']","['https://www.chicago.gov/city/en/progs/env/smart-grid-for-a-smart-chicago.html', 'https://www.chicago.gov/city/en/depts/bacp/supp_info/ridesmartchicago.html', 'https://www.chicago.gov/content/dam/city/depts/bacp/publicvehicleinfo/ridesmartchicago/whileinthevehiclebuckleup.pdf', 'https://www.chicago.gov/city/en/sites/2022-budget-engagement/home/community-roundtables.html', 'https://www.chicago.gov/city/en/depts/bacp/provdrs/vehic/svcs/ridesmartchicago.html', 'https://www.chicago.gov/content/dam/city/depts/ethics/general/Disc-REQ/2017/8/RheeJ-092717-proc-REQ.pdf', 'https://www.chicago.gov/city/en/depts/bacp/supp_info/chicabs.html', 'https://www.chicago.gov/city/en/depts/mayor/press_room/press_releases/2018/march/TechInnovationAward.html', 'https://www.chicago.gov/city/en/progs/municipal_marketing.html', 'https://www.chicago.gov/content/dam/city/depts/fin/supp_info/Municipal%20Marketing/RFAI_Request_for_Clarifications_06152018.pdf', 'https://www.chicago.gov/city/en/progs/env/retrofit-chicago-faqs.html', 'https://www.chicago.gov/content/dam/city/depts/mayor/PDFs/21755_37_AF_MobilityReport.pdf', 'https://www.chicago.gov/content/dam/city/depts/bacp/publicvehicleinfo/Chicabs/chicagotaxiplacard20200629.pdf', 'https://www.chicago.gov/content/dam/city/depts/fin/supp_info/Municipal%20Marketing/RFI/MM_RFI_SubmissionList_08312017.pdf', 'https://www.chicago.gov/city/en/depts/mayor/press_room/press_releases/2019/august/ImprovedAllocationPlanHousing.html', 'https://www.chicago.gov/content/dam/city/depts/fin/supp_info/Municipal%20Marketing/RFI/Municipal_Marketing_RFI.pdf', 'https://www.chicago.gov/city/en/progs/env/retrofit_chicagoresidentialsinglefamily.html', 'https://www.chicago.gov/city/en/depts/bacp/provdrs/vehic/supp_info.html', 'https://www.chicago.gov/content/dam/city/depts/fin/supp_info/Municipal%20Marketing/ClarifyingQuestions71417.pdf', 'https://www.chicago.gov/city/en/depts/mayor/press_room/press_releases/2017/november/ChicagoRiverwalkULI.html', 'https://www.chicago.gov/city/en/depts/bacp/supp_info.html', 'https://www.chicago.gov/city/en/depts/mayor/press_room/press_releases/2013/june_2013/mayor_emanuel_announcescitytomake18000jobopportunitiesavailablef.html', 'https://www.chicago.gov/city/en/depts/mayor/press_room/press_releases/2018/september/HEREHeadquarters.html', 'https://www.chicago.gov/content/dam/city/depts/fin/supp_info/Municipal%20Marketing/RFI_Street_Funiture_Draft_12_3_2021_PDF.pdf', 'https://www.chicago.gov/city/en/depts/mayor/press_room/press_releases/2012/february_2012/code_for_americainnovationteamarrivesinchicagotodevelopnewopen31.html', 'https://www.chicago.gov/dam/city/depts/dps/ContractAdministration/Specs/2013/Spec119440.docx', 'https://www.chicago.gov/city/en/depts/oem/provdrs/emerg_mang/news/2019/june/oemc-reminds-fans-and-residents-of-traffic-impacts-and-security-.html', 'https://www.chicago.gov/content/dam/city/progs/recovery_and_reinvestment/stimulusreports/RecoveryPartnership12monthupdate.pdf', 'https://www.chicago.gov/city/en/depts/mayor/press_room/press_releases/2017/may/BlackstoneEntrepreneurship.html', 'https://www.chicago.gov/content/dam/city/depts/cdph/food_env/general/West_Nile_Virus/WNV_2018databrief_FINALJan102019.pdf', 'https://www.chicago.gov/city/en/depts/dgs/supp_info/dei_reports.html', 'https://www.chicago.gov/content/dam/city/progs/recovery_and_reinvestment/stimulusreports/RecoveryPartnershipFinalReportNov2010.pdf', 'https://www.chicago.gov/content/dam/city/depts/bacp/publicvehicleinfo/medallionowners/publicvehiclelicensingguide20200127.pdf', 'https://www.chicago.gov/content/dam/city/depts/cdph/CDPH/HCUpdateAug2015.pdf', 'https://www.chicago.gov/content/dam/city/depts/cdph/statistics_and_reports/HPV%20Data%20Brief.pdf', 'https://www.chicago.gov/city/en/depts/cdph/provdrs/health_data_and_reports.html', 'https://www.chicago.gov/content/dam/city/sites/2022-budget/engagement-reports/2022-Budget-Community-Engagement-Report.pdf', 'https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2015Budget/Budget_Hearing_Statements_MBE_WBE_Org/091_Statement_MBE_WBE_Org_2015.pdf', 'https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2016Budget/BudgetHearingStatements/2016_Library_Statement_merge.pdf', 'https://www.chicago.gov/content/dam/city/depts/cdph/CDPH/HealthyChicagoAnnualReport2013.pdf', 'https://www.chicago.gov/content/dam/city/narr/Transition%20Reports/Library.pdf', 'https://www.chicago.gov/content/dam/city/depts/cdph/CDPH/HC2_Action_Teams.pdf', 'https://www.chicago.gov/dam/city/depts/mayor/supp_info/chicago_2011_transition_report.pdf', 'https://www.chicago.gov/dam/city/depts/cdot/CCGT/CCGTSummer2012ProgramSequentialPages.pdf', 'https://www.chicago.gov/content/dam/city/depts/cdph/tobacco_alchohol_and_drug_abuse/2016ChicagoOpioidReport.pdf', 'https://www.chicago.gov/content/dam/city/depts/cdph/CDPH/PublicHlthAgenda2011.pdf', 'https://www.chicago.gov/content/dam/city/progs/env/SCYear2Report.pdf']","['Smart Grid for a Smart Chicago ... The City of Chicago supports next-generation smart grid technology for smart city infrastructure.', 'Ride Smart Chicago - Passenger Information. Ride Smart Chicago. cityofchicagotv. 4.78K subscribers. Be Polite, Not Violent - Respect Your Taxi Driver.', 'RIDE SMART CHICAGO. WHEN IN THE VEHICLE: BUCKLE-UP. 1. Buckle-up: All passengers should wear seat belts in taxicabs, liveries, and TNP vehicles.', '... and ideas the City of Chicago can implement to become more effective in the of the following areas: Building a Smart City, A Responsive City Workforce,\xa0...', 'Chicago: Ride Smart! Chicago: Ride Smart! Ride Smart Chicago\xa0...', 'This email is to confirm that I attended the TM Forum Smart City Innovation Center and Smart. City InFocus conference, which took place September 19th-21st,\xa0...', 'Visit the Ride Smart Chicago to view tips on smartly engaging taxicabs and other for-hire-vehicles in Chicago. Learn how to spot licensed versus unlicensed\xa0...', 'Mar 26, 2018 ... AoT sets itself apart from other smart city efforts by being truly multi-dimensional: in addition to environmental sensor data collection,\xa0...', 'Request for Information and Ideas (RFI) for the City of Chicago Municipal Marketing Program and “Smart City” Innovations and Opportunities through the use\xa0...', 'Will a smart city application that integrates static advertising revenue and small cell but does not have a digital screen be considered?', 'You can learn more about smart meters and their benefits by exploring the Smart Grid for a Smart Chicago page. Chicago residents are eligible to purchase a\xa0...', 'Feb 20, 2019 ... Cities such as Las Vegas have established “innovation districts” — clearly demarcated geographic areas for testing new smart-city technology.', 'Jun 29, 2020 ... Smart Chicago. Download the CHICABS apps which offer safe and secure options to hail and pay for your next taxicab ride in Chicago through.', '1 AT&T. 2 Big Belly Smart City Solutions. 3 Citibot LLC. 4 CivicConnect. 5 CIVIQ Smartscapes. 6 ekidigital - Electronic Knowledge Interactive Company. 7 G4S\xa0...', 'Aug 6, 2019 ... New policies, legislation, smart city planning and partnerships with communities and developers are tools that will increase affordable\xa0...', 'shall be labeled: “RFI for City of Chicago Municipal Marketing and Smart City Innovations and. Opportunities”. Materials Related to Response # 060217.', ""Additional Information. Retrofit Chicago Residential Partnership FAQ's · Smart Grid for a Smart Chicago · Retrofit Chicago\xa0..."", 'Ride Smart Chicago - Passenger Information. The consumer protection campaign is geared towards equipping the riding public with the important information\xa0...', 'Jul 14, 2017 ... services to Chicagoans including technology and Smart City innovations. Q: Would the proposed RFI need to address, utilize and incorporate\xa0...', 'Nov 14, 2017 ... ... California; Kashiwa-no-ha Smart City in Kashiwa City, Japan; Marine Gateway in Vancouver, Canada; Milwaukee RiverWalk in Milwaukee,\xa0...', 'Ride Smart Chicago - Passenger Information. The consumer protection campaign is geared towards equipping the riding public with the important information\xa0...', 'Jun 12, 2013 ... ... JPMorgan Chase Foundation, Lloyd A. Fry Foundation, McCormick Foundation, Walmart, the Rotary Club, Chicago Cares, Smart Chicago,\xa0...', 'Sep 18, 2018 ... ... member of City Tech, where it works with partners and the City of Chicago on real-world urban innovation pilots and smart city concepts.', 'Dec 3, 2021 ... Can additional Smart City, interactive and/or additional structures be allocated in the neighborhoods to offer technology in underserved.', ""Feb 3, 2012 ... Last year, the City Council approved $300,000 in grant funding from the non-profit Chicago Community Trust's “Smart Chicago Trust Fund” to\xa0..."", ""The portal must also provide the City with data that supports the City's open data initiatives. As part of this effort, the City, working with the Smart Chicago\xa0..."", 'Be sure you are entering the correct rideshare vehicle and driver. Only enter vehicles curbside. For more RIDE SMART CHICAGO tips, visit the Chicago Department\xa0...', 'Apr 16, 2010 ... Public vision for broadband leads to SmartChicago Trust Fund and Health IT ... deeper and broader investments in creating a “smart” Chicago.', '... and Colony 5 to help community based start-ups tackle complex urban challenges and explore ideas on smart city developments through entrepreneurship.', 'The Chicago Health Atlas is a website developed by CDPH and the Smart Chicago. Collaborave to allow users to easily explore, analyze and download health‐.', 'Initiatives have included the federally-funded Smart Communities program in nine neighborhoods and Smart Chicago public computer centers throughout the city\xa0...', 'Create more strategic investments – Smart Chicago invested in targeted digitally-underserved communities and in a fund for program sustainability.', ""Jan 27, 2020 ... Taxicab fare rates, including applicable airport taxes, are posted. Ride Smart Chicago. • The City of Chicago's Department of Business Affairs\xa0..."", 'Jun 30, 2018 ... CDPH has also partnered with Smart Chicago. Collaborave to re-launch a “Back to School. Immunizaon” app to help parents find a convenient.', 'The Chicago Health Atlas is a website developed by CDPH and the Smart Chicago. Collaborative to allow users to easily explore, analyze and download health-.', 'A website developed by the Chicago Department of Public Health (CDPH) and the Smart Chicago Collaborative to allow Chicago residents and public health\xa0...', ""Jun 8, 2021 ... Building Smart City: What types of investments would build the city's capacity to develop better access to city."", 'Jan 1, 2014 ... As a part of the Smart Chicago Challenge, CPL will collaborate with business, workforce development, and community technology providers to\xa0...', 'Jan 1, 2015 ... ... that will serve as an access point for patrons to engage in jobs, education and civic life. CPL will also work with Smart Chicago\xa0...', 'In April, CDPH and the Smart Chicago Collaborative teamed up to create a more savvy and innovative way for Chicagoans to stay safe and healthy by developing\xa0...', 'Money Smart: Chicago Public Library partners with the Federal Reserve Bank of Chicago to provide year round financial literacy programs for teens and adults.', 'May 30, 2015 ... Smart Chicago Collaborative. Data and Research. Tom Schenk. Tom.Schenk@cityofchicago.o rg. Chief Data Officer.', 'May 10, 2011 ... Year 1: Smart Chicago Public Centers and Smart Chicago Sustainable. Broadband Adoption Programs will be completed. As a result, more public.', 'May 17, 2012 ... Build Smart Chicago– Green DIY Workshops and Classes. Brought to you by: CCGT, Green Depot, and Neighborhood Housing Services.', 'Oct 23, 2017 ... Public Health and the Smart Chicago. Collaborative to allow users to easily explore, analyze and download health-related data for.', 'Dec 29, 2010 ... outlined in the healthy + smart Chicago action agenda for hit and the healthy Chicago agenda. expand epidemiology capacity through an\xa0...', 'focused on researching, testing and analyzing smart grid and smart city technology innovations in a real-world environment; and innovation related to.']",1,1,"Numerous examples of smartcity applications, including ongoing discussions."
G17023256,1,['Village of Elk Grove Village'],['https://www.elkgrove.org/home/showpublisheddocument/12192/637273974712470000'],"['May 29, 2020 ... The Village is launching this smart city effort with a 6-month study to develop a pathway to establish the high speed wireless network. HR Green\xa0...']",1,1,Active investments in smartcity tech
G17024582,1,['Information Technology | City of Evanston'],['https://www.cityofevanston.org/government/departments/administrative-services/information-technology'],"['The Digital Services team coordinates open data, analytics and smart city initiatives. This team is also responsible for the city website, digital efforts\xa0...']",1,1,Active investments in smartcity tech
G17031165,1,['Community - City of Grayville'],['https://grayville-il.gov/community/'],['Grayville offers a leisurely lifestyle with offline and online amenities · A small town with smart city growth opportunities · Connect or disconnect in Grayville.'],1,0,More about growth
G17034670,2,"['Welcome to Highland, IL', 'Welcome to Highland, IL']","['https://www.highlandil.gov/economic_development/telecommunications_.php', 'https://www.highlandil.gov/departments/technology_and_innovation/our_story.php']","['In 2018, I was honored by being voted the Local Smart City Executive of the year. Our customers are our biggest source of encouragement.', 'In 2018, I was honored by being voted the Local Smart City Executive of the year. The whole team is dedicated to the success of HCS and connecting you to\xa0...']",1,1,Active investments in smartcity tech
G17038830,1,"['Welcome to Justice, IL']",['https://www.villageofjustice.org/projects_in_the_works/index.php'],['Smart City Project: The Village has signed an agreement with Global Services International (GSI) to complete an audit to install new smart city technology\xa0...'],1,1,Signed up for smartcity services
G17051622,1,['ISSUES'],['https://www.naperville.il.us/contentassets/d717e29f099e40ae8693cdc7cc21ffa7/naperville-outreach-community-workshop-1.pdf'],"['smart city projects. STRENGTHS people education parks and green space good mix of industry, commercial, educational institutions, and residents.']",1,1,Workshop on smartcities held in town
G17052584,2,"['Metra Commuter Lot - New Lenox IL', 'SUMMER EVENTS IN THE COMMONS BRANCH PICK-UP']","['https://www.newlenox.net/metra', 'https://www.newlenox.net/docview.aspx?docid=48247']","[""Passport's smart city solution includes multimodal options by creating an all app solution for public transit riders and parkers."", 'a company that has developed a smart city communication platform that enables us to clearly, quickly and easily communicate with members of the community.']",1,1,Smart transportation
G17053000,1,['Niles 2040 Niles 2040'],['https://www.vniles.com/DocumentCenter/View/10789/Focus-2020-Winter-Newsletter-for-Website-PDF'],"['Dec 3, 2020 ... make the Village future-ready, and open the door to smart city operations. Work is taking place at locations throughout the. Village.']",1,0,Simple newsletter
G17053234,10,"['Innovation and Technology | Normal, IL - Official Website', 'News Flash • Normal, IL • CivicEngage', 'News Flash • Normal, IL • CivicEngage', 'STRATEGIC PLAN 2020 2025 2035', 'Vasudha Gadhiraju- Innovation and Technology | Normal, IL ...', 'BN Vitals Dashboard | MCRPC Data & Maps', 'McLean County Regional Planning Commission | Home', 'Town of Normal Comprehensive Plan Documents - Provided by ...', 'Community Investment Plan | Normal, IL - Official Website', 'Constitution Trail 25th Front']","['http://www.normal.org/1065/Innovation-and-Technology', 'https://www.normal.org/CivicAlerts.aspx?AID=2408', 'http://www.normal.org/CivicAlerts.aspx?AID=2403', 'https://www.normal.org/DocumentCenter/View/15935/Normal-Strategic-Plan', 'https://www.normal.org/1606/Vasudha-Gadhiraju--Innovation-and-Techno', 'https://www.normal.org/1499/BN-Vitals', 'https://www.normal.org/1496/McLean-County-Regional-Planning-Commissi', 'https://www.normal.org/1466/2040-Comprehensive-Plan', 'https://www.normal.org/1006/Community-Investment-Plan', 'https://www.normal.org/DocumentCenter/View/10405/Constitution-Trail-Chronology-PDF']","[""With the combination of the IT infrastructure and smart city planning, the I&T department's goal is to improve organizational efficiency,\xa0..."", 'Jan 19, 2022 ... “This effort is yet another example of a smart city project which uses the power of data and technology to create more transparency and\xa0...', 'Dec 17, 2021 ... “This effort exemplifies the spirit of a smart city project by using the power of data and technology to create more transparency and\xa0...', 'OUR SUSTAINABLE AND EQUITABLE COMMUNITY(E). OUR SMART CITY(F). OUR LEISURE AND RECREATIONAL CHOICE FOR ALL(G). We take PRIDE IN OUR NORMAL COMMUNITY(H)\xa0...', ""In this role, she is charged with providing vision and thought leadership for the Town's smart city and innovation efforts while managing the day-to-day\xa0..."", 'Smart City & Technology. Education · Human Services · Place-Making · Rural Planning. BN MLRTP2050. Back. Broadband Resources · Submit a public comment!', 'Go:Safe McLean County · Neighborhoods & Housing · Economic Development · Environmental Planning · Health Planning. Smart City & Technology.', 'Go:Safe McLean County · Neighborhoods & Housing · Economic Development · Environmental Planning · Health Planning. Smart City & Technology.', 'A foundational piece of technology on which other smart city efforts may be layered to contribute to a collaborative planning culture; Illustration of alignment\xa0...', ""Bloomington Mayor Jesse Smart, City of Bloomington Council's. Hugh Atwood, Normal Town Council's Garrett Scott & Normal.""]",1,1,"Numerous examples of smartcity applications, including ongoing discussions."
G17054885,8,"['RES 15-331 - Pecan Street March 2015 Presentation', 'Smart grid project moves closer toward implementation | Village of ...', 'Environment & Energy Commission Minutes of the March 11, 2014 ...', 'Solar panel program may offer savings | Village of Oak Park', 'Solar panel purchasing program | Village of Oak Park', 'MINUTES - REGULAR BOARD MEETING PRESIDENT AND ...', 'Support Documents | Village of Oak Park', 'Oak Park Historic Preservation Commission']","['https://www.oak-park.us/sites/default/files/456678891/2015-03-09-pecan-street-smart-city-presentation-small.pdf', 'https://www.oak-park.us/newsletters/october-2014/smart-grid-project-moves-closer-toward-implementation', 'https://www.oak-park.us/sites/default/files/meeting-resources/2014-03-11-environment-energy-commission-minutes.pdf', 'https://www.oak-park.us/newsletters/september-2014/solar-panel-program-may-offer-savings', 'https://www.oak-park.us/events/solar-panel-purchasing-program', 'https://www.oak-park.us/sites/default/files/village-board-agendas/2012-minutes/10.15.12_regular_meeting_minutes.pdf', 'https://www.oak-park.us/support-documents', 'https://www.oak-park.us/sites/default/files/meeting-resources/2013-05-09-historic-preservation-minutes.pdf']","['SmartCity USA Project Planning. March 9, 2015 ... 2: Establish Smart City USA (April - Dec. 2015). 3: Integrate Multifamily Field Trial (Oct - Dec. 2016).', 'For more information on the Smart City USA project, email sustainability@oak-park.us. Information about Pecan Street Inc. is posted at pecanstreet.org.', ""Mar 11, 2014 ... Guest: K. C. Doyle reported that the Smart City guidelines are nearly completed and presented an update on the Village's energy aggregation\xa0..."", ""Sep 30, 2014 ... This program is separate from Oak Park's Smart City USA pilot project. For more information on Oak Park's involvement in Solar Chicago,\xa0..."", ""Aug 21, 2014 ... Visit www.mygroupenergy.com/group/solarchicago to learn more. This program is separate from Oak Park's Smart City USA pilot project."", 'INSTITUTE SMART CITY USA PROJECT AS REVIEWED AT THE OCTOBER 11, 2012 ... Residential Smart City USA Pilot Collaboration Between the Village of Oak Park, the.', '... 2015 New York Times housing article · June 2015 IDPH letter · 2015 July 4 parade line up plan · March 9, 2015 Pecan Street Smart City USA Presentation\xa0...', ""May 9, 2013 ... Smart City USA Project. K. C. Poulos, the Village's Sustainability Manager, presented an overview of this proposed renewable energy project.""]",1,1,Active investments in smartcity tech
