GISJOIN,link
G48004000,"['https://www.arlingtontx.gov/city_hall/departments/economic_development/community_profile/economic_development_strategic_plan', 'https://www.arlingtontx.gov/city_hall/government/mayor/mayor_s_youth_commission/true_talk/speakers', 'https://www.arlingtontx.gov/news/my_arlington_t_x/news_stories/nlc_committee_appointments_2022', 'https://www.arlingtontx.gov/news/my_arlington_t_x/news_stories/arlington_become_si_fi_network_fiber_city', 'https://www.arlingtontx.gov/news/my_arlington_t_x/news_stories/smart_50_awards_cooper', 'https://www.arlingtontx.gov/news/my_arlington_t_x/news_stories/arlington_fiber_city', 'https://www.arlingtontx.gov/UserFiles/Servers/Server_14481062/File/News/2018/May/Arlington-Community-Profile.pdf']"
G48005000,"['https://www.austintexas.gov/sites/default/files/files/Transportation/Austin_SCCFinal_Volume1_5.25.pdf', 'https://www.austintexas.gov/edims/document.cfm?id=287471', 'https://www.austintexas.gov/sites/default/files/files/Austin_Smart_City_proposal_2-4-16.pdf', 'http://www.austintexas.gov/edims/document.cfm?id=310493', 'https://www.austintexas.gov/edims/document.cfm?id=256752', 'http://www.austintexas.gov/sites/default/files/files/AST_Bike_Brochure_1-12-16.pdf', 'https://www.austintexas.gov/department/smart-mobility', 'http://www.austintexas.gov/edims/document.cfm?id=279798', 'http://www.austintexas.gov/edims/document.cfm?id=348982', 'https://www.austintexas.gov/page/bicycle-and-micromobility-laws-and-safety', 'http://www.austintexas.gov/edims/document.cfm?id=262897', 'http://www.austintexas.gov/edims/document.cfm?id=373663', 'https://www.austintexas.gov/small-business-resources?field_business_type_value=All&field_location_value=Federal&order=field_website&sort=desc&title=&page=0', 'https://www.austintexas.gov/blog/now-open-electric-drive', 'http://www.austintexas.gov/edims/document.cfm?id=339689', 'http://www.austintexas.gov/edims/pio/document.cfm?id=216586', 'http://www.austintexas.gov/edims/document.cfm?id=238552', 'https://www.austintexas.gov/department/projects-spirit-east-austin', 'https://www.austintexas.gov/sites/default/files/files/HR/Vacancies/ATD-AD_recruitment_brochure.pdf', 'https://www.austintexas.gov/sites/default/files/files/Alleys_as_Community_Resources_White_Paper_-_FORMATTED.pdf', 'https://www.austintexas.gov/department/about-innovation-office', 'http://www.austintexas.gov/edims/document.cfm?id=330055', 'http://www.austintexas.gov/edims/document.cfm?id=373665', 'https://www.austintexas.gov/sites/default/files/files/Health/Community-Health-Plan-Year-4-Action-Plan-Final.pdf', 'https://www.austintexas.gov/sites/default/files/files/Sustainability/07-27-16_Memo_to_MC_re-_Response_to_Food_Access_Resolution_20160303-020_....pdf', 'https://www.austintexas.gov/sites/default/files/files/Target_Market_Assessment_3.3.15.pdf']"
G48005864,['https://www.cityofbastrop.org/upload/page/0496/January%2011%202022%20Executed%20Packet.pdf']
G48013684,['https://www.celina-tx.gov/DocumentCenter/View/8880/210407---Comp-Plan-Draft-REDUCED']
G48015976,"['https://www.cstx.gov/departments___city_hall/it/smart_city', 'https://www.cstx.gov/departments___city_hall/it/i_t_awards', 'https://www.cstx.gov/departments___city_hall/publicworks/solid_waste_recycling/franchised_haulers', 'https://www.cstx.gov/departments___city_hall/it/cyber_security', 'https://www.cstx.gov/departments___city_hall/police/opportunities', 'https://www.cstx.gov/business___development', 'https://www.cstx.gov/i_want_to/report_a_recycling_issue', 'https://www.cstx.gov/departments___city_hall/cso/conflict_of_interest_filings', 'https://www.cstx.gov/departments___city_hall/hr/employment/tourism_careers', 'https://www.cstx.gov/departments___city_hall/cip/holleman_drive_west', 'https://www.cstx.gov/departments___city_hall/hr/employment/tourism_careers', 'https://www.cstx.gov/departments___city_hall/hr/employment/deputy_city_attorney_opportunity', 'https://www.cstx.gov/departments___city_hall/pds/planning/small_area_plans', 'https://www.cstx.gov/departments___city_hall/police/about/chief/ceu/gameday_parking_enforcement', 'https://www.cstx.gov/residents___neighborhoods', 'https://www.cstx.gov/departments___city_hall/court/minors/teen_court/teen_court_goals', 'https://www.cstx.gov/departments___city_hall/publicworks/solid_waste_recycling', 'https://www.cstx.gov/departments___city_hall/it/project_management_office/project_management_and_governance', 'https://www.cstx.gov/departments___city_hall/it/project_management_office/project_prioritization', 'https://www.cstx.gov/departments___city_hall/court/minors/teen_court', 'https://www.cstx.gov/departments___city_hall/publicworks/solid_waste_recycling/collection_schedule', 'https://www.cstx.gov/news/what_s_new/live_blog__sept__22_city_council_meeting', 'https://www.cstx.gov/departments___city_hall/court/citations/penal_health', 'https://www.cstx.gov/departments___city_hall/csu/water/schedule_a_tour', 'https://www.cstx.gov/news/what_s_new/parks___recreation_earns_re-_accreditation', 'https://www.cstx.gov/news/what_s_new/brazos_valley_fall_events', 'https://www.cstx.gov/news/what_s_new/u_p_r_r_to_install_tracks_starting_tuesday', 'https://www.cstx.gov/departments___city_hall/police/about', 'https://www.cstx.gov/departments___city_hall/cso/Agendas', 'https://www.cstx.gov/departments___city_hall/csu/ucs/connect___disconnect', 'https://www.cstx.gov/departments___city_hall/police/about', 'https://www.cstx.gov/departments___city_hall/cso/Agendas', 'https://www.cstx.gov/departments___city_hall/csu/ucs/connect___disconnect', 'https://www.cstx.gov/departments___city_hall/pds/engineering/regional_detention_feasibility_study', 'https://www.cstx.gov/departments___city_hall/fire/operations___services', 'https://www.cstx.gov/departments___city_hall/council/proclamation', 'https://www.cstx.gov/departments___city_hall/parks/events/eggtober', 'https://www.cstx.gov/departments___city_hall/police/about/administrative', 'https://www.cstx.gov/news/what_s_new/10_picture-_perfect_photo_ops', 'https://www.cstx.gov/departments___city_hall/police/transparency', 'https://www.cstx.gov/news/what_s_new/stuff_you_don_t_usually_see____ep__33_', 'https://www.cstx.gov/departments___city_hall', 'https://www.cstx.gov/news/what_s_new/live_blog__aug__25_city_council_meeting', 'https://www.cstx.gov/i_want_to/irrigation_checkup', 'https://www.cstx.gov/departments___city_hall/police/about/operational', 'https://www.cstx.gov/news/what_s_new/now_for_something_completely_positive___august_', 'https://www.cstx.gov/departments___city_hall/fire/fire_marshal/bias-based_policing', 'https://www.cstx.gov/news/what_s_new/sept__8_city_council_meeting_preview', 'https://www.cstx.gov/departments___city_hall/hr/employment/cspd_careers/telecommunicator/selection___hiring_process', 'https://www.cstx.gov/news/what_s_new/texas_travel_industry_recovery_grant_program', 'https://www.cstx.gov/news/what_s_new/fall_parks___rec_volunteer_opportunities', 'https://www.cstx.gov/departments___city_hall/csu/water', 'https://www.cstx.gov/news/what_s_new/live_blog__sept__8_city_council_meeting', 'https://www.cstx.gov/our_community/2022_bond_election', 'https://www.cstx.gov/news/what_s_new/greens_prairie_road_work', 'https://www.cstx.gov/news/what_s_new/notice_of_adopted_2022_tax_rate', 'https://www.cstx.gov/news/what_s_new/aug__17_city_council_special_meeting', 'https://www.cstx.gov/news/what_s_new/fall_sports_leagues_and_programs', 'https://www.cstx.gov/news/what_s_new/live_blog__aug__11_city_council_meeting', 'https://www.cstx.gov/news/what_s_new/2022_eggtober_egg_hunts', 'https://www.cstx.gov/news/what_s_new/aug__17_city_council_special_meeting', 'https://www.cstx.gov/news/what_s_new/fall_sports_leagues_and_programs', 'https://www.cstx.gov/news/what_s_new/live_blog__aug__11_city_council_meeting', 'https://www.cstx.gov/news/what_s_new/stuff_you_don_t_usually_see__ep__29', 'https://www.cstx.gov/news/what_s_new/stuff_you_don_t_usually_see__ep__31', 'https://www.cstx.gov/departments___city_hall/csu/save_water', 'https://www.cstx.gov/departments___city_hall/it', 'https://www.cstx.gov/news/what_s_new/aug__11_city_council_preview', 'https://www.cstx.gov/departments___city_hall/hr/employment/engineering_careers', 'https://www.cstx.gov/departments___city_hall/police/about/operational/victim', 'https://www.cstx.gov/departments___city_hall/police', 'https://www.cstx.gov/departments___city_hall/fiscal/purchasing/buyer_-_seller_relationship', 'https://www.cstx.gov/departments___city_hall/publicworks', 'https://www.cstx.gov/departments___city_hall/police/transparency/continuous_improvement___accreditation_', 'https://www.cstx.gov/news/what_s_new/stuff_you_don_t_usually_see__ep__32', 'https://www.cstx.gov/departments___city_hall/pds/publications/newsletters', 'https://www.cstx.gov/news/what_s_new/city_pools_closed_sunday', 'https://www.cstx.gov/news/what_s_new/july_28_city_council_meeting_preview', 'https://www.cstx.gov/departments___city_hall/hr/employment/planning___development_careers', 'https://www.cstx.gov/departments___city_hall/codes__ordinances_and_policies', 'https://www.cstx.gov/news/what_s_new/city_offices_closed_on_labor_day', 'https://www.cstx.gov/news/what_s_new/affordable_fitness_options_at_l_r_c', 'https://www.cstx.gov/departments___city_hall/fire/education', 'https://www.cstx.gov/news/what_s_new/10_ways_to_enjoy_game_day_weekend', 'https://www.cstx.gov/departments___city_hall/csu', 'https://www.cstx.gov/news/what_s_new/alex_caruso_court_dedication_ceremony', 'https://www.cstx.gov/i_want_to/report_a_traffic_sign_issue', 'https://www.cstx.gov/departments___city_hall/pds/planning/bpg/projects', 'https://www.cstx.gov/departments___city_hall/hr/employment', 'https://www.cstx.gov/departments___city_hall/fiscal/transparency', 'https://www.cstx.gov/i_want_to/report_a_street_light_issue', 'https://www.cstx.gov/departments___city_hall/pds/planning/bpg/greenways/adopt/adopt-a-greenway_maps', 'https://www.cstx.gov/departments___city_hall/cso', 'https://www.cstx.gov/departments___city_hall/committees', 'https://www.cstx.gov/business___development/pedicab__taxi___solicitation_permits', 'https://www.cstx.gov/i_want_to/report_a_traffic_signal_issue', 'https://www.cstx.gov/departments___city_hall/hr/employment/csfd_careers/firefighter', 'https://www.cstx.gov/news/what_s_new/exploring_history_luncheons', 'https://www.cstx.gov/departments___city_hall/publicworks/adopt-_a-_street_program', 'https://www.cstx.gov/news/what_s_new/city_council_approves_bond_election']"
G48016612,"['https://www.coppelltx.gov/540/Apply-Smart-City-Approach-to-Resource-Ma', 'https://www.coppelltx.gov/526/Vision-2040', 'https://www.coppelltx.gov/278/Boards-Commissions', 'https://www.coppelltx.gov/DocumentCenter/View/1456']"
G48016696,"['https://www.cityofcorinth.com/administration/page/lake-cities-named-finalist-national-smart-cities-competition', 'https://www.cityofcorinth.com/city-council/page/mayor-bill-heidemann-appointed-nlc-transportation-committee']"
G48019000,"['https://dallascityhall.com/departments/ciservices/smart-cities/DCH%20Documents/Smart-Dallas-Roadmap.pdf', 'https://dallascityhall.com/departments/ciservices/smart-cities/DCH%20Documents/smart-city-initiatives-v2.pdf', 'https://dallascityhall.com/departments/ciservices/smart-cities/DCH%20Documents/smart-dallas-in-brief-brochure.pdf', 'https://dallascityhall.com/departments/ciservices/smart-cities/DCH%20Documents/smart-dallas-IoT-best-practices.pdf', 'https://dallascityhall.com/departments/ciservices/Pages/Emerging_Technology.aspx', 'https://dallascityhall.com/government/citymanager/Documents/FY%2021-22%20Memos/Taking-Care-of-Business_030922.pdf', 'https://dallascityhall.com/departments/sustainabledevelopment/planning/DCH%20Documents/code%20amendments/parking%20code/FAQs.pdf', 'https://dallascityhall.com/government/citymanager/Documents/FY19-20_Memos/City-of-Dallas-and-CableRunner-USA-LLC-Fiber-Optic-Network-Pilot-Program_Memo_111519.pdf', 'https://dallascityhall.com/government/citymanager/Documents/FY19-20_Memos/Update-on-CableRunner-USA-LLC-Fiber-Optic-Pilot-Program_Memo_050120.pdf', 'https://dallascityhall.com/government/Council%20Meeting%20Documents/2014/BFA_e3audits_010314.pdf', 'https://dallascityhall.com/government/Council%20Meeting%20Documents/Broadband-digital-equity-strategic-plan_briefing_073021.pdf', 'https://dallascityhall.com/departments/humanresources/employment/DCH%20Documents/Chief%20Innovation%20Officer%20Description_REVISED_FINAL.pdf', 'https://dallascityhall.com/departments/transportation/DCH%20Documents/ConnectDallas/FoundationsReport_100319_Final.pdf', 'http://citysecretary2.dallascityhall.com/pdf/CC2022/050422Min.pdf', 'https://dallascityhall.com/government/citymanager/Documents/FY%2021-22%20Memos/Preliminary-Opportunity-Projects-Pool-IIJA_Memo_031122.pdf', 'https://dallascityhall.com/government/citymanager/Documents/FY19-20_Memos/Convention-and-Event-Services-FY20-Revenue-Impacts_Memo_042420.pdf', 'https://dallascityhall.com/government/Council%20Meeting%20Documents/bfa_2_upcoming-agenda-items_022117.pdf', 'https://dallascityhall.com/departments/ciservices/smart-cities/DCH%20Documents/EmergingTechnology-IOT-best-practices.pdf', 'https://dallascityhall.com/government/citymanager/Documents/FY%2021-22%20Memos/Update%20on%20City%20Activites%20for%20Federal%20Infrastructure%20Invesment%20and%20Job%20Act%20Funding.pdf', 'https://dallascityhall.com/government/Council%20Meeting%20Documents/gpfm_3_kay-bailey-hutchison-convention-center-dallas-(kbhccd)-management-agreement_combined_010719.pdf', 'https://dallascityhall.com/departments/sustainabledevelopment/planning/DCH%20Documents/code%20amendments/parking%20code/Citywide%20Plans%20Report_ZOAC%209.3.2020.pdf', 'https://dallascityhall.com/departments/sustainabledevelopment/planning/DCH%20Documents/code%20amendments/parking%20code/FAQ%27s%20_10.01.2021.pdf', 'https://dallascityhall.com/departments/public-works/DCH%20Documents/Public%20Works/pdf/Small_Cell%20Design_Manual.pdf', 'https://dallascityhall.com/departments/transportation/DCH%20Documents/ConnectDallas/ConnectDallas_CatalyticProjects_COMBINED.pdf', 'http://citysecretary2.dallascityhall.com/pdf/CC2022/062222AN.pdf', 'https://dallascityhall.com/departments/ciservices/DCH%20Documents/TRA-Checklist.xlsx', 'https://dallascityhall.com/departments/pnv/resilient_dallas/DCH%20Documents/Resilient-Dallas-Strategy-Reduced-PDF.pdf', 'https://dallascityhall.com/departments/office-of-equity-and-inclusion/Fair-Housing/PublishingImages/Pages/ada-transition-plan/Appendix%20F%20PSA%20Inventory.pdf', 'http://citysecretary2.dallascityhall.com/pdf/CC2022/062222AG.pdf', 'https://dallascityhall.com/departments/pnv/Documents/UDAC%20-%20The%20360%20Plan%20Draft%20-%2010-26-2017.pdf.pdf', 'https://dallascityhall.com/government/citymanager/Documents/FY19-20_Memos/Council-Memos_111519.pdf', 'https://dallascityhall.com/departments/ciservices/DCH%20Documents/Citywide-Technology-Reference-Architecture-handbook-v2-aug2018.pdf', 'https://dallascityhall.com/government/citymanager/Documents/FY%2020-21%20Memos/Council-Memos_012221.pdf']"
G48019972,"['https://www.cityofdenton.com/DocumentCenter/View/1455/10-25-2019-Friday-Staff-Report-PDF', 'https://www.cityofdenton.com/DocumentCenter/View/1512/01-03-2020-Friday-Staff-Report---Updated-PDF', 'https://www.cityofdenton.com/DocumentCenter/View/1462/12-20-2019-Friday-Staff-Report-PDF']"
G48021904,"['https://www.earlytx.net/CivicAlerts.aspx?CID=28', 'https://www.earlytx.net/CivicAlerts.aspx?AID=124', 'https://www.earlytx.net/CivicAlerts.asp?AID=146', 'https://www.earlytx.net/CivicAlerts.aspx?AID=148']"
G48024000,['https://www.elpasotexas.gov/assets/Documents/CoEP/Community-Development/Community-Development-Block-Grant/City-of-El-Paso-Resilience-Strategy.pdf']
G48025452,['https://www.farmersbranchtx.gov/1268/Esri-User-Conference-2021-Videos']
G48027000,"['https://www.fortworthtexas.gov/departments/cityattorney/staff/tyler-wallach', 'https://www.fortworthtexas.gov/files/assets/public/ecodev/documents/strategic-plan/updates/2022-strategic-plan-update.pdf', 'https://www.fortworthtexas.gov/files/assets/public/ecodev/documents/strategic-plan/strategic-plan-vol3-strategy.pdf', 'https://www.fortworthtexas.gov/files/assets/public/ecodev/documents/strategic-plan/strategic-plan-executive-summary.pdf', 'https://www.fortworthtexas.gov/files/assets/public/development-services/documents/issued-co-report/monthly/august-2021.pdf']"
G48028068,"['https://www.galvestontx.gov/AgendaCenter/ViewFile/Item/13555?fileID=31823', 'https://www.galvestontx.gov/DocumentCenter/View/192/Galveston-Long-Term-Community-Recovery-Plan-April-9-2009?bidId=']"
G48029336,['https://georgetown.org/2021/12/15/ubiquity-to-build-open-access-fiber-optic-infrastructure-across-georgetown/']
G48035000,"['https://www.houstontx.gov/mayor/press/2022/ike-smart-city-kiosks.html', 'https://www.houstontx.gov/mayor/press/smart-city-advisory-council.html', 'http://www.houstontx.gov/mayor/press/2022/smart-city-rubicon.html', 'https://www.houstontx.gov/council/committees/econdev/20210322/digital-kiosks.pdf', 'https://www.houstontx.gov/mayor/press/2021/statement-nrg-announcement.html', 'https://www.houstontx.gov/mayor/press/econ-dev-mission-to-israel.html', 'https://www.houstontx.gov/', 'https://www.houstontx.gov/mayor/press/gun-violence-commission-recommendations.html', 'https://www.houstontx.gov/innovation/aboutus.html', 'https://www.houstontx.gov/mayor/2019stateofthecity.html', 'https://www.houstontx.gov/innovation/innovation.html', 'https://www.houstontx.gov/?trk=organization-update_share-update_update-text', 'https://www.houstontx.gov/council/committees/tti/20211202/infrastructure-investement.pdf', 'https://www.houstontx.gov/mayor/stateofmobility2022.html', 'https://www.houstontx.gov/socialmedia/', 'https://www.houstontx.gov/mayor/press/2018-back-to-school-fest.html', 'https://www.houstontx.gov/mayor/press/5g-wireless-champion-award.html', 'https://www.houstontx.gov/mayor/press/2021/311-new-platform.html', 'https://www.houstontx.gov/budget/19budadopt/VI_HITS.pdf', 'https://www.houstontx.gov/budget/18budadopt/XV_SCCA.pdf', 'https://www.houstontx.gov/council/committees/tti/20220512/agenda.pdf', 'https://www.houstontx.gov/mayor/Resilient-Houston-20200518-single-page.pdf', 'https://www.houstontx.gov/mayor/press/', 'https://www.houstontx.gov/socialmedia/tw-innovation.html', 'https://www.houstontx.gov/citysec/agenda/2017/20170531.pdf', 'https://www.houstontx.gov/citysec/agenda/2005/Oct2505.pdf', 'http://www.houstontx.gov/citysec/agenda/2005/Nov2205.pdf', 'https://www.houstontx.gov/motia/Emag/Emag.pdf', 'https://www.houstontx.gov/mayor/press/index-before-2020.html', 'https://www.houstontx.gov/citysec/agenda/2021/20210504.pdf', 'https://www.houstontx.gov/culturalaffairs/Houston_Culture_Plan_2015.pdf']"
G48036008,['https://www.inglesidetx.gov/DocumentCenter/View/1771/Item-10']
G48037000,"['https://www.cityofirving.org/3363/Irving-Connects', 'https://www.cityofirving.org/3357/Open-Government', 'https://www.cityofirving.org/DocumentCenter/View/42829/Jan-30-Community-Svc', 'https://www.cityofirving.org/DocumentCenter/View/50736']"
G48041464,['https://www.cityoflaredo.com/finance/ARPPReports/ARPPR_report.pdf']
G48045744,['https://www.mckinneytexas.org/DocumentCenter/View/12673']
G48048804,['https://www.missouricitytx.gov/CivicAlerts.aspx?AID=1271']
G48051708,"['https://www.nolanvilletx.gov/page/Engage', 'https://www.nolanvilletx.gov/upload/page/0105/Team%204_Bus%20Stop%20Flyer.pdf', 'https://www.nolanvilletx.gov/upload/page/0065/Final%20Web%20Version%20State%20of%20the%20City_Budget%20Summary%20FY%2020_21.pdf', 'https://www.nolanvilletx.gov/page/home.news']"
G48057200,"['https://pharr-tx.gov/city-of-pharr-awarded-progress-level-recognition-for-performance-excellence/', 'https://pharr-tx.gov/pharr-selects-alex-meade-as-city-manager/']"
G48058016,['https://www.plano.gov/198/Accolades-Accreditations-PDF']
G48061796,"['https://www.cor.net/Home/Components/News/News/6583/73?backlist=%2F', 'https://www.cor.net/government/city-council/council-goals', 'https://www.cor.net/Home/Components/News/News/6589/73', 'https://www.cor.net/modules/showdocument.aspx?documentid=4383', 'https://www.cor.net/home/showpublisheddocument/35651/637937606165230000']"
G48065000,"['https://www.sanantonio.gov/smartsa', 'https://www.sanantonio.gov/Innovation/Our-Teams/Smart-Cities', 'https://www.sanantonio.gov/comm/News/ArtMID/24373/ArticleID/22352/Registration-is-now-open-for-the-5th-Annual-SA-Smart-City-Challenge', 'https://www.sanantonio.gov/Portals/27/presentations/20160608_Goal%20Setting%20Presentation.pdf', 'https://www.sanantonio.gov/smartsa/Innovation-Zones', 'https://www.sanantonio.gov/innovation/home', 'https://www.sanantonio.gov/Portals/0/Files/TCI/ULMP-Smart-City-Case-Study-Review.pdf?ver=2019-06-27-154526-310&timestamp=1561670462879', 'https://www.sanantonio.gov/Innovation/Our-Teams/Digital-Inclusion', 'https://www.sanantonio.gov/2022Bond/News-Releases/ArtMID/30857/ArticleID/22801/City-of-San-Antonio-SmartSA-Nationally-Recognized-for-Data-Informed-Practices', 'https://www.sanantonio.gov/Innovation/About-Innovation', 'https://www.sanantonio.gov/SmartSA/Projects', 'https://www.sanantonio.gov/Innovation/Our-Teams/Research-Development', 'https://www.sanantonio.gov/comm/News/ArtMID/24373/ArticleID/21485/%E2%80%9CSmartSA-Sandbox%E2%80%9D-Comes-to-Downtown-Innovation-Zone', 'https://www.sanantonio.gov/comm/News/PgrID/24373/PageID/56/articleid/27/artmid/1541', 'https://www.sanantonio.gov/comm/News/ArtMID/24373/ArticleID/23551/%E2%80%9CSmart-Cities-Summit%E2%80%9D-Comes-to-San-Antonio', 'https://www.sanantonio.gov/Innovation/Our-Teams/Performance-Excellence', 'https://www.sanantonio.gov/2017Bond/News-Releases/PgrID/21207/PageID/2/PID/21207/CategoryID/306/CategoryName/Planning-News', 'https://www.sanantonio.gov/', 'https://www.sanantonio.gov/Innovation/R-D-League', 'https://www.sanantonio.gov/Portals/0/Files/TCI/Services/07_Jacobson_SignalizedIntersections.pdf?ver=2018-06-27-123205-240', 'http://www.sanantonio.gov/portals/0/files/csef/SustainabilityProgram-2015.pdf', 'https://www.sanantonio.gov/2022Bond/News-Releases/ArtMID/30857/ArticleID/23532/%E2%80%9CSmartSA-Sandbox%E2%80%9D-Comes-to-Tech-Port-Center-Arena', 'https://www.sanantonio.gov/mayor/about/bio', 'https://www.sanantonio.gov/PublicWorks/Current-Vendor-Resources/Design-Guidance-Manual-and-Forms', 'https://www.sanantonio.gov/Severe-Weather/PID/27524/CategoryID/83/CategoryName/Planning-Events', 'https://www.sanantonio.gov/Severe-Weather/ArtMID/27524/ArticleID/23889/District-8-City-Councilman-Commends-Vote-to-Increase-Homestead-Exemption', 'https://www.sanantonio.gov/2022Bond/News-Releases/ArtMID/30857/ArticleID/19492/City-of-San-Antonio-and-CPS-Energy-install-first-%E2%80%9CSmart-Streetlight-Controls%E2%80%9D-within-Brooks-Innovation-Zone', 'https://www.sanantonio.gov/Severe-Weather/ArtMID/27524/ArticleID/24642/Are-You-Planning-to-Travel-This-Spring-Now%E2%80%99s-the-Perfect-Time-to-Book-a-Flight']"
G48074144,['https://www.cityoftyler.org/home/showpublisheddocument/8071/637823670961900000']
G48076000,"['https://www.waco-texas.com/userfiles/cms-mpo/file/2019%20CAV_PB/04%20APR%2018/1_0_Smart_Mobility_Roadmap_-_Final.pdf', 'https://www.waco-texas.com/userfiles/cms-mpo/file/2019%20CAV_PB/04%20APR%2018/4_0_PAS-Report-592_Plan%20for%20Autonomous%20Mobility.pdf']"
G49024740,['https://www.farmington.utah.gov/storage/2021/07/FINAL1-ccpacket07202021.pdf']
G49034200,['https://www.heberut.gov/DocumentCenter/View/1266/Heber-City--ITN-Release-7921-Final']
G49044320,['https://www.lehi-ut.gov/wp-content/uploads/2020/12/Lehi-City-Fiber-Network-Feasibility-Study-FINAL.pdf']
G49050150,"['https://millcreek.us/DocumentCenter/View/500', 'https://millcreek.us/DocumentCenter/View/499']"
G49062360,['http://providencecity.com/wp-content/uploads/2020/09/Providence_Unsolicited-Proposal-Complete.pdf']
G49067440,"['https://sandy.utah.gov/1635/SmartSandy', 'https://sandy.utah.gov/1555/Videos', 'https://sandy.utah.gov/1599/Brand-Guidelines', 'https://sandy.utah.gov/27/City', 'https://www.sandy.utah.gov/1668/Drought', 'https://sandy.utah.gov/1982/Sandy-City-Transportation-Info', 'https://sandy.utah.gov/1243/Streetlight-Savings', 'https://www.sandy.utah.gov/1670/Going-Paperless', 'https://sandy.utah.gov/256/Street-Lights', 'https://sandy.utah.gov/1331/Staff?contentId=5ffb7e32-a62f-46b1-815b-7d7ffa73c09b']"
G50010675,"['https://www.burlingtonvt.gov/sites/default/files/Agendas/memo%20to%20Max%20Tracy%2004%2023%2020.pdf', 'https://www.burlingtonvt.gov/node?page=25', 'https://www.burlingtonvt.gov/sites/default/files/Agendas/SupportingDocuments/Community_Items_Sun_Jan_16_2022_21-18-14.pdf']"
G51016000,"['https://www.cityofchesapeake.net/government/city-departments/departments/Information-Technology-Department.htm?FullPageView=True', 'https://www.cityofchesapeake.net/Assets/documents/departments/public_communications/Broadband+9-8.pdf', 'https://www.cityofchesapeake.net/Assets/documents/departments/public_communications/Broadband/Broadband+MasterPlan.pdf']"
G51026496,"['https://www.fairfaxva.gov/government/fire-department/community-education-and-risk-reduction/programs/stroke-smart-fairfax-city', 'https://www.fairfaxva.gov/government/fire-department/community-education-and-risk-reduction/health-education/stroke-education', 'https://www.fairfaxva.gov/government/parks-recreation/cultural-arts/public-art', 'https://www.fairfaxva.gov/home/showpublisheddocument/13288/636967139549800000', 'https://www.fairfaxva.gov/government/community-development-planning/planning/comprehensive-plan-resources/panel-discussion-emerging-trends-shaping-our-community', 'https://www.fairfaxva.gov/home/showpublisheddocument/14382/637116757635870000']"
G51027200,"['https://www.fallschurchva.gov/Archive/122', 'https://www.fallschurchva.gov/Archive/ViewFile/Item/1713', 'https://www.fallschurchva.gov/Archive/ViewFile/Item/1743', 'https://www.fallschurchva.gov/DocumentCenter/View/13806']"
